Lufttemperatur 2m °C,Windgeschw 10m m/s,Relative Feuchte,Globale Strahlung W/m^2,Absolute Feuchte g/kg,Luftdruck hPa
26.8,1.8,0.35,858,7.6,1010
27.5,2.1,0.33,832,7.4,1009
27.8,1.3,0.32,760,7.5,1009
28.2,1.2,0.32,652,7.5,1009
27.8,1.3,0.31,499,7.3,1008
27.6,1.7,0.31,344,7.3,1008
26.9,0.8,0.33,199,7.5,1008
24.2,0.1,0.39,47,7.9,1008
21.5,0.2,0.47,0,8.3,1008
19.6,0.2,0.54,0,8.2,1009
19.3,0.2,0.59,0,8.4,1009
19.2,0.1,0.62,0,8.7,1009
16.2,0.2,0.69,0,8.8,1009
15.4,0.4,0.78,0,8.8,1009
15.8,0.2,0.79,0,8.8,1009
14.6,0.4,0.81,0,8.8,1009
15,0.2,0.81,0,8.6,1009
15.3,0.2,0.8,28,8.7,1009
19,0.3,0.73,127,8.9,1009
20.2,0.2,0.65,248,9.3,1009
23.6,0.4,0.58,408,9.6,1009
25.2,0.6,0.5,567,9.7,1009
26.4,0.8,0.45,642,9.4,1009
28,2.4,0.39,756,8.8,1008
28.5,1.5,0.36,816,8.6,1008
29.5,1.4,0.36,807,9,1008
29.9,0.8,0.35,736,9.3,1007
29.9,1.8,0.35,632,9.3,1007
29.7,1.7,0.35,500,9.3,1006
29.3,1.9,0.36,345,9.3,1006
28,0.9,0.39,189,9.8,1006
25.7,0.2,0.46,42,10.3,1006
23.3,0.2,0.54,0,10.5,1006
22.4,0.3,0.6,0,10.6,1006
20.9,0.3,0.64,0,10.5,1007
19.9,0.3,0.68,0,10.4,1006
17.7,0.3,0.72,0,9.9,1006
17.6,0.4,0.74,0,9.5,1006
16.5,0.3,0.76,0,9.3,1006
16.6,0.2,0.78,0,9.2,1006
16.2,0.2,0.78,0,9.2,1006
17.2,0.3,0.78,24,9.4,1006
20.5,0.2,0.72,129,9.9,1006
22.1,0.2,0.64,274,10.3,1006
24.9,0.4,0.58,389,10.6,1006
27.2,1.6,0.51,509,11,1006
28,1.6,0.47,627,10.9,1005
29.5,1.5,0.42,671,10.6,1006
29.3,1.7,0.39,666,10.2,1005
30.8,1.3,0.37,583,10,1005
30.4,1.1,0.36,428,9.9,1005
30.5,0.6,0.35,352,9.6,1005
28.7,1.4,0.38,293,10,1005
25.3,1.8,0.48,125,10.9,1004
20.8,1.2,0.64,60,11.3,1005
19.5,0.4,0.76,39,11.4,1005
18.8,1.6,0.83,0,11.7,1006
18.8,1.4,0.87,0,12,1007
18.9,1.2,0.87,0,12,1008
18.5,0.2,0.88,0,12.1,1008
18.6,0.4,0.91,0,12.3,1008
18.7,0.2,0.9,0,12.3,1008
18.5,0.2,0.9,0,12.1,1008
18.3,0.4,0.89,0,11.9,1008
17.9,0.4,0.89,0,11.7,1008
17.6,0.8,0.89,21,11.4,1008
17.5,1.1,0.89,96,11.2,1008
17.5,1.1,0.88,120,11,1009
17.9,1.1,0.86,155,11,1009
18.2,1.2,0.84,183,11,1009
18.7,1.1,0.82,189,11,1009
18.8,1.4,0.81,152,11,1009
18.8,0.9,0.79,147,10.8,1009
18.8,1.5,0.78,173,10.6,1009
19.8,1.3,0.75,199,10.6,1009
19.7,1,0.74,174,10.7,1009
19.8,0.7,0.74,127,10.7,1009
20.1,1.2,0.74,73,10.8,1009
20,0.2,0.73,27,10.9,1009
19.3,0.1,0.76,4,10.9,1008
18.4,0.1,0.8,0,11,1009
18.3,0.3,0.83,0,11,1009
18,0.2,0.84,0,11,1009
17.3,0.2,0.86,0,10.9,1009
16.4,0.2,0.89,0,10.7,1009
16.3,0.2,0.91,0,10.7,1009
16.6,0.2,0.92,0,10.8,1008
16.1,0.6,0.92,0,10.8,1008
15.7,0.6,0.92,0,10.5,1008
16.1,0.4,0.93,8,10.5,1008
16.4,0.2,0.92,45,10.7,1008
16.8,0.3,0.9,99,10.8,1008
17.6,1.1,0.88,155,10.9,1008
18.2,1.3,0.84,187,10.9,1008
19,0.7,0.8,311,10.8,1008
19.6,0.7,0.76,387,10.7,1008
21.8,1.3,0.7,517,10.8,1007
22.7,0.5,0.64,640,10.8,1007
23,0.6,0.6,562,10.6,1007
23.4,0.6,0.58,466,10.5,1006
24.1,1.5,0.56,379,10.4,1006
23.8,1,0.55,251,10.4,1006
22.1,1.1,0.58,90,10.3,1006
20.9,0.2,0.64,22,10.3,1005
19,0.1,0.71,0,10.4,1005
18.4,0.2,0.76,0,10.4,1006
18,0.1,0.78,0,10.4,1006
17.5,0.2,0.81,0,10.4,1006
17.1,0.4,0.85,0,10.6,1006
16.9,0.8,0.88,0,10.7,1006
16,0.7,0.9,0,10.7,1006
15.9,1.1,0.92,0,10.6,1006
15.7,0.8,0.93,0,10.6,1006
16.2,0.1,0.94,10,10.7,1006
16.5,0.1,0.93,54,11,1005
16.9,0.4,0.94,111,11.3,1005
17.8,0.6,0.91,149,11.4,1006
18.3,0.4,0.86,201,11.2,1006
18.9,1.4,0.83,373,11.2,1006
21.2,1.6,0.75,542,11.1,1006
22.3,1.7,0.65,713,10.7,1005
23.6,1.8,0.58,777,10.2,1005
24.4,1.9,0.5,702,9.5,1005
23.7,2.2,0.45,499,8.5,1005
24.1,1.2,0.43,407,8.1,1004
24.1,0.9,0.43,285,8.1,1004
23.3,0.2,0.45,142,8.3,1004
20.6,0.2,0.5,26,8.3,1004
18.7,0.2,0.58,0,8.4,1004
19.3,0.4,0.62,0,8.6,1005
18.7,0.2,0.66,0,9.1,1005
18.2,0.2,0.7,0,9.3,1005
16.9,1,0.76,0,9.6,1005
17.2,0.5,0.81,0,10,1005
16.7,0.5,0.81,0,9.9,1005
16.2,1.1,0.84,0,10,1005
15.7,1.4,0.9,0,10.3,1006
15.8,1,0.92,6,10.4,1005
16.2,2.1,0.93,53,10.7,1006
16.9,2.4,0.93,108,11.1,1006
18,2.9,0.9,140,11.3,1006
18.4,2.8,0.87,259,11.5,1007
19.2,3.1,0.85,287,11.7,1007
20.6,3.3,0.79,278,11.6,1007
21.1,3.1,0.74,479,11.5,1008
21.8,2.2,0.71,236,11.4,1008
22.2,2.3,0.69,205,11.5,1008
22.2,2.9,0.68,354,11.5,1008
22.5,2.1,0.66,275,11.3,1008
22.3,1.7,0.65,188,11.1,1008
21.3,1.7,0.66,67,10.9,1008
20.1,0.8,0.7,10,10.8,1008
18.2,1.1,0.74,0,10.4,1009
17.1,0.7,0.78,0,9.9,1009
17.7,0.7,0.78,0,9.7,1009
15.4,1,0.81,0,9.6,1010
15.7,1.1,0.86,0,9.5,1010
15.5,0.8,0.84,0,9.4,1010
15,0.2,0.85,0,9.3,1010
14.9,0.4,0.87,0,9.3,1010
15,0.2,0.87,0,9.3,1010
15.7,0.6,0.83,10,9.1,1009
16.9,1.8,0.78,58,9,1009
17.9,2.2,0.74,122,9.2,1009
19.4,2.8,0.72,256,9.7,1009
20.9,3.7,0.66,355,9.9,1009
21.2,4.2,0.64,407,10,1009
22.5,3.4,0.63,500,10.3,1008
23.1,3,0.61,467,10.7,1008
23.4,3.1,0.59,292,10.7,1007
23.2,3.8,0.58,160,10.5,1007
23.1,3.6,0.61,101,10.9,1006
21.2,2.4,0.69,128,11.6,1006
18.4,1.9,0.82,91,12,1006
18.2,0.5,0.9,63,12,1006
17.7,0.4,0.92,13,11.9,1006
17.2,0.5,0.94,0,11.8,1006
17.4,0.8,0.95,0,11.8,1006
17.3,0.7,0.94,0,11.8,1006
17,0.2,0.95,0,11.7,1006
16.6,0.2,0.94,0,11.4,1006
15.7,0.3,0.94,0,10.8,1006
15.7,0.2,0.94,0,10.5,1006
15.9,0.9,0.93,0,10.5,1006
15.5,1,0.94,0,10.5,1006
15.4,1.2,0.95,19,10.5,1006
16,0.9,0.94,141,10.6,1006
18,2,0.89,244,11,1006
18.9,1.8,0.84,284,11.3,1006
19.3,2,0.82,320,11.5,1006
20,2.7,0.8,263,11.5,1006
19.7,1.7,0.76,199,11.1,1006
19.3,2.4,0.76,173,10.8,1006
18.4,1.9,0.77,116,10.6,1006
17.2,1.1,0.81,102,10.4,1006
17.8,1,0.82,120,10.3,1006
18.4,1.4,0.78,279,10.2,1006
19.2,1.6,0.76,335,10.4,1006
18.7,1.3,0.76,173,10.5,1006
17.5,1.6,0.78,30,10.2,1006
16.2,0.9,0.82,0,10,1007
16.1,0.4,0.85,0,9.8,1007
16.4,0.7,0.86,0,10,1007
16.5,0.3,0.84,0,9.9,1008
15.5,0.5,0.83,0,9.5,1008
15.2,0.9,0.85,0,9.4,1008
15,1,0.86,0,9.3,1008
14,0.9,0.87,0,9,1008
13.5,0.9,0.88,0,8.7,1008
12.9,1.2,0.88,13,8.4,1008
13.9,0.6,0.89,74,8.6,1008
15.8,1.5,0.85,216,9,1008
16.8,1,0.78,393,9.1,1009
19.2,0.7,0.72,508,9.4,1009
19.3,1,0.66,495,9.3,1009
19.7,1,0.62,496,8.9,1009
21,1.1,0.57,564,8.5,1008
22.7,1.3,0.5,620,8.3,1008
21.7,1.3,0.48,585,8.1,1008
21.8,1.4,0.49,559,8.1,1008
22.2,1.6,0.48,433,8.1,1008
21.3,1.2,0.49,186,8,1007
20.7,1.3,0.51,97,8,1007
17.8,1.1,0.58,18,8.2,1007
16.2,0.4,0.68,0,8.3,1007
14.7,0.5,0.74,0,8.2,1008
14.2,0.3,0.8,0,8.2,1008
14.2,0.8,0.81,0,8.2,1008
14.3,0.1,0.8,0,8.1,1008
12.2,0.1,0.82,0,7.8,1008
12.7,0.4,0.85,0,7.7,1008
12.7,1,0.84,0,7.8,1007
12.2,1.2,0.84,0,7.6,1007
11.6,1.1,0.87,0,7.6,1007
15.4,1.2,0.83,86,8.1,1007
18.3,1.8,0.73,219,8.8,1007
21.1,2.1,0.64,390,9.3,1006
23.4,2.4,0.54,538,9.2,1006
25.4,2,0.45,654,8.6,1006
26.6,1.5,0.4,739,8.4,1006
27.3,1.9,0.37,786,8.3,1005
28.7,2.3,0.35,782,8.4,1005
29.6,2.3,0.34,721,8.6,1004
29,2.1,0.33,613,8.6,1004
29.4,2.6,0.33,473,8.4,1004
28.9,2.1,0.31,313,8,1004
27.8,2.3,0.32,161,7.8,1003
24.3,1.6,0.38,15,8.2,1003
22.9,1.8,0.46,0,8.5,1004
22.2,1.8,0.5,0,8.6,1004
20,1.9,0.56,0,8.8,1004
19.1,1.6,0.63,0,9,1004
19.1,2,0.65,0,9.1,1004
18.4,1.2,0.67,0,9.1,1004
17,1.6,0.71,0,9.1,1004
15.5,0.6,0.77,0,9,1004
15.3,0.2,0.82,0,9,1004
15.4,0.7,0.83,3,9.1,1004
17.7,0.7,0.82,83,9.7,1005
19.5,1,0.77,230,10.5,1005
20,1.7,0.74,382,10.7,1005
21.4,2,0.71,532,10.9,1005
22.2,1.8,0.68,659,11.2,1005
23.7,1.4,0.65,740,11.5,1005
25.2,1.5,0.61,774,11.8,1005
26.2,1.8,0.56,765,11.6,1005
26.7,1.3,0.51,689,11.2,1004
26.2,2.6,0.52,567,11.3,1004
25.4,1.5,0.54,409,11.5,1004
25.5,1.2,0.56,271,11.5,1004
24.1,0.6,0.57,143,11.3,1003
22.2,0.7,0.62,12,11,1003
20.7,0.5,0.67,0,10.8,1004
19.3,0.4,0.72,0,10.6,1005
18.3,0.4,0.74,0,10.3,1005
17.7,0.5,0.76,0,10,1005
17.3,0.8,0.76,0,9.6,1007
17,1.1,0.76,0,9.4,1006
16.8,1.3,0.76,0,9.2,1006
16.4,1.3,0.78,0,9.2,1006
16.2,1.2,0.79,0,9.2,1006
15.5,1.5,0.83,9,9.2,1006
16.5,0.7,0.81,95,9.3,1006
17.6,1.4,0.77,258,9.5,1006
18.6,0.9,0.73,427,9.6,1006
19.6,1.3,0.71,568,9.9,1006
21.6,1.4,0.66,688,10.1,1006
22.8,1.6,0.61,763,10.3,1006
23.8,1.8,0.58,777,10.5,1006
24.4,1.9,0.55,720,10.5,1005
24.5,1.8,0.55,567,10.8,1005
24.5,1.8,0.55,465,10.8,1004
24.1,0.9,0.56,208,10.7,1004
23.2,0.7,0.58,71,10.8,1004
22,0.9,0.66,28,11.4,1004
19.6,0.4,0.8,7,12.4,1004
19.4,0.1,0.88,0,12.7,1005
18.3,0.2,0.88,0,12.2,1005
17.7,0.3,0.91,0,11.9,1005
17.8,0.2,0.9,0,11.6,1005
17.8,0.7,0.88,0,11.4,1005
16.8,0.6,0.88,0,11,1005
15.9,0.5,0.9,0,10.6,1004
15.2,0.9,0.94,0,10.5,1004
14.5,1.1,0.97,0,10.3,1004
15,1.1,0.97,4,10.3,1004
15.8,0.8,0.94,82,10.3,1004
17,0.7,0.9,248,10.6,1004
18.9,1.5,0.86,409,11.2,1003
20.6,1.6,0.82,544,11.9,1003
23.2,0.9,0.74,666,12.4,1003
25.2,1.3,0.66,760,12.7,1003
26.7,1.5,0.61,773,12.9,1002
27.5,1.6,0.57,726,13,1001
28.6,1.8,0.53,571,12.8,1001
28.7,2.7,0.5,203,12.5,1000
28.3,4.2,0.52,219,12.9,999
25.9,2.6,0.59,158,13.6,998
19.7,3.1,0.75,40,13.2,998
18.5,1.1,0.91,9,12.8,1000
18.5,1.1,0.95,0,12.9,1000
18.4,1.7,0.96,0,13,1000
18.6,2,0.97,0,13.2,1000
19.2,2.6,0.96,0,13.4,1000
18.8,2.8,0.98,0,13.7,1000
19.4,2.2,0.97,0,13.7,1000
20,2.9,0.93,0,13.6,1000
19.8,3.1,0.92,0,13.7,1000
18.7,2.6,0.95,0,13.6,1000
18.2,2.3,0.97,12,13.1,1000
17.7,2.9,0.95,49,12.4,1002
17.2,3.2,0.93,37,11.8,1002
16,2.3,0.94,69,11.2,1004
15.5,2.6,0.94,95,10.7,1005
16.1,3.3,0.88,197,10,1006
17.2,3.6,0.82,304,9.8,1007
18.2,3.4,0.78,418,9.9,1007
18.9,3.4,0.71,466,9.6,1008
19.6,3.6,0.65,477,9.1,1008
19.8,2.8,0.6,423,8.6,1008
19.2,2.2,0.58,336,8.3,1009
19.4,1.9,0.59,238,8.3,1009
18.6,1.3,0.61,101,8.4,1009
16.5,0.9,0.68,11,8.6,1010
15.4,1.1,0.77,0,8.8,1010
14.8,0.4,0.82,0,8.8,1010
14.3,0.8,0.85,0,8.8,1010
13.8,0.8,0.87,0,8.8,1010
13.7,0.6,0.9,0,8.8,1011
13,0.3,0.91,0,8.7,1011
12.1,0.5,0.94,0,8.6,1011
12,0.4,0.96,0,8.5,1011
11.8,1.1,0.96,0,8.4,1011
11.5,1.1,0.96,9,8.2,1011
13.8,1.6,0.92,98,8.4,1011
15.8,1.8,0.85,259,8.9,1011
18.1,1.4,0.77,421,9.3,1011
19.9,1.1,0.69,563,9.6,1011
20.9,1.5,0.63,657,9.5,1011
21.9,1.3,0.57,728,9.1,1011
23.3,1.1,0.52,783,8.9,1010
23.6,1,0.5,763,9,1010
24.9,0.9,0.47,701,8.9,1009
25.7,0.3,0.44,592,8.9,1009
25,0.5,0.44,453,9,1009
24.7,0.1,0.45,295,8.9,1008
24.1,0.1,0.49,134,9.5,1008
19.8,0.2,0.61,16,10.2,1008
18.6,0.1,0.75,0,10.5,1008
17.2,0.1,0.81,0,10.5,1008
16.7,0.2,0.85,0,10.3,1008
15.6,0.2,0.88,0,10.2,1008
15.7,0.5,0.9,0,10.1,1007
15.1,0.7,0.88,0,9.7,1007
16.3,0.8,0.8,0,9,1006
14.7,1.1,0.78,0,8.7,1006
15.7,1.8,0.79,0,8.6,1005
17,2.2,0.74,0,8.6,1005
17.6,2.8,0.73,9,9.1,1005
18,3,0.78,31,10,1005
19.9,3.3,0.86,131,11.9,1005
21.9,2.8,0.86,258,13.4,1005
25,3.3,0.75,423,13.8,1004
26.8,3.7,0.64,707,13.7,1004
27.3,4.8,0.6,762,13.5,1003
30.4,4.5,0.49,707,12.4,1003
29.1,5.1,0.45,474,11.9,1003
28.2,3.2,0.51,195,12.7,1003
27.6,3.1,0.56,173,13.3,1003
27.3,2.7,0.59,168,13.9,1003
27.2,2.6,0.6,92,14,1003
25.5,1.5,0.63,10,13.9,1003
23.8,1.4,0.71,0,14.1,1003
23.2,1.6,0.77,0,14.2,1004
23,1.4,0.79,0,14.2,1005
22.1,0.5,0.8,0,14,1005
20.6,0.9,0.82,0,13.3,1006
20,0.8,0.84,0,12.7,1006
19.4,0.4,0.83,0,12.1,1006
18.2,0.4,0.85,0,11.7,1006
17.4,0.4,0.89,0,11.4,1007
17.5,0.6,0.88,2,11.1,1007
18,0.9,0.84,35,10.8,1007
18.7,1.5,0.8,138,10.6,1007
19.3,1.8,0.76,249,10.6,1008
19.7,1.2,0.75,267,10.7,1008
20,1,0.74,233,10.8,1008
20.1,0.7,0.75,202,11.1,1008
19.1,1.6,0.8,122,11.5,1008
19,1.5,0.85,332,11.8,1008
20.8,1.8,0.79,521,11.6,1007
21.2,1.7,0.7,480,11.1,1007
21,1.9,0.67,320,10.6,1007
20.5,1.6,0.66,199,10.1,1008
19.9,0.8,0.7,103,10.4,1008
19,1,0.76,8,10.8,1007
18.1,1.6,0.79,0,10.7,1007
18,0.3,0.81,0,10.6,1007
17.7,0.2,0.83,0,10.7,1006
17.3,0.2,0.87,0,11,1006
17.3,1.8,0.89,0,11.1,1005
16.8,0.8,0.92,0,11.3,1006
16.7,0.2,0.94,0,11.4,1006
16.7,0.5,0.96,0,11.5,1004
16.5,0.3,0.97,0,11.6,1004
16.4,1.7,0.96,5,11.4,1003
16.8,0.3,0.95,64,11.4,1004
17.5,0.1,0.95,137,11.8,1003
18.3,0.1,0.94,269,12.2,1002
19.2,0.3,0.91,425,12.5,1002
19.7,0.9,0.88,401,12.6,1001
18.8,0.3,0.88,394,12.5,1002
21.6,0.5,0.83,257,12.6,1002
22.8,0.3,0.77,384,13.1,1002
24.6,0.2,0.73,632,13.6,1002
25.5,0.3,0.7,591,14.1,1001
24.9,0.9,0.68,446,13.9,1001
26.7,0.2,0.65,282,13.8,1001
25.1,0.2,0.67,113,14.3,1001
22.7,0.3,0.76,9,14.4,1001
22.2,0.3,0.8,0,13.9,1002
21.6,0.2,0.8,0,13.3,1002
21.4,0.3,0.79,0,12.9,1002
20.9,0.3,0.81,0,12.9,1003
19.6,0.4,0.85,0,12.8,1003
19.5,0.9,0.87,0,12.6,1003
18.5,1.1,0.88,0,12.3,1004
17.7,1.1,0.92,0,12.1,1004
18.4,1.3,0.92,0,12,1003
17.6,1.7,0.91,5,11.9,1003
18.4,1.4,0.89,60,11.7,1004
20.7,2.7,0.83,217,12,1004
22.1,3,0.75,382,12.2,1004
23.6,3.9,0.67,537,11.8,1004
24.6,3.2,0.59,605,11.3,1003
25.4,4.5,0.54,624,10.8,1003
24.4,4,0.54,282,10.7,1003
22.5,3.1,0.61,173,11.2,1003
22.4,2.9,0.67,172,11.5,1004
22.1,2.9,0.67,191,11.4,1004
21.6,2.5,0.68,167,11.3,1004
22,2.1,0.67,173,11.2,1004
21.1,1.7,0.65,58,10.7,1004
20,1.2,0.68,2,10.4,1004
19,1.1,0.72,0,10.4,1004
17.7,1,0.77,0,10.2,1005
17.3,1,0.8,0,10.2,1006
16.4,1.5,0.82,0,10,1006
16.1,0.6,0.85,0,9.9,1006
14.4,0.5,0.89,0,9.8,1006
14,0.7,0.93,0,9.5,1006
14,0.8,0.93,0,9.4,1006
13.9,0.9,0.93,0,9.4,1005
14.3,1.2,0.92,6,9.3,1005
15.1,0.8,0.88,61,9.3,1004
17.3,1.8,0.83,150,9.7,1004
19.6,2.6,0.78,385,10.5,1004
21.4,2.7,0.72,582,10.9,1003
22.7,2.8,0.66,437,11.1,1003
23.5,2.2,0.63,328,11.4,1002
24.5,1.7,0.6,451,11.4,1002
23.8,1.6,0.6,128,11.5,1002
24.2,1.9,0.62,326,11.7,1002
24.1,1.7,0.62,151,12,1001
24.4,1.9,0.62,205,11.9,1001
23.7,1.6,0.63,167,12,1001
23,0.8,0.67,50,12.2,1001
21.8,0.4,0.73,0,12.5,1001
21,0.6,0.79,0,12.8,1001
20.4,0.8,0.81,0,12.7,1001
18.7,0.4,0.87,0,12.7,1001
18.4,0.7,0.93,0,12.7,1000
18.3,0.3,0.93,0,12.5,1000
18.6,0.4,0.9,0,12.2,1000
17.5,1.5,0.92,0,12.1,999
17.4,0.6,0.95,0,12.1,997
18.3,1.7,0.94,0,12.4,996
18.8,2.5,0.92,0,12.6,996
20.5,3,0.86,24,12.5,995
22.1,4.1,0.78,99,12.6,993
23.6,3.6,0.73,143,13.1,993
24.6,3.8,0.71,318,13.7,993
26.8,5.3,0.64,466,13.7,993
25,4.9,0.64,306,13.7,993
21.7,3.7,0.72,373,13.3,994
23.1,3.3,0.7,360,12.2,993
21.3,4.4,0.71,113,12.2,993
19.5,3,0.82,106,12.7,995
19.8,2.3,0.85,126,12.5,995
18.2,3.2,0.85,61,11.9,995
18.1,2.6,0.86,37,11.4,996
17.5,1.2,0.86,0,11.2,997
16.9,1.9,0.89,0,11.2,997
16.7,2.4,0.9,0,11,997
15.8,2.6,0.91,0,10.8,997
15.9,2.6,0.93,0,10.7,997
15.5,2.7,0.94,0,10.6,998
15.4,2,0.95,0,10.6,999
15,2,0.96,0,10.6,999
14.8,2.8,0.96,0,10.4,999
14.4,1.9,0.95,0,10.1,999
14.1,2.1,0.95,3,9.8,999
14,2.2,0.96,18,9.8,999
14.7,2.6,0.93,87,9.7,1000
15.5,2.5,0.87,247,9.5,1000
16.4,4.3,0.82,349,9.4,1001
17.9,4.1,0.76,318,9.5,1001
16.5,4.7,0.75,334,9.4,1001
17.1,3.9,0.75,532,9.1,1001
18.2,5.2,0.72,499,9.2,1001
17.2,4.9,0.71,466,9.2,1002
17.5,4.8,0.73,289,9.1,1002
16.7,4.7,0.74,277,9.1,1003
16.8,2.2,0.73,222,8.7,1003
15.4,2.8,0.73,94,8.5,1003
13.2,1.3,0.8,3,8.2,1004
12.4,1.3,0.89,0,8.3,1005
12.8,1.9,0.92,0,8.5,1006
12.8,1.5,0.92,0,8.5,1006
12.6,2.7,0.91,0,8.4,1006
12.3,3.1,0.9,0,8.2,1007
12.3,3.1,0.88,0,8,1007
12.4,3,0.87,0,7.9,1007
12,1.8,0.87,0,7.7,1007
11.8,1.5,0.87,0,7.6,1006
10.4,0.8,0.9,4,7.5,1007
12,1.3,0.9,74,7.5,1006
13.8,3.6,0.83,204,7.8,1007
14.9,4.3,0.77,351,7.9,1007
16.2,4.4,0.7,475,7.8,1007
16.7,5.1,0.63,615,7.4,1007
17.2,4.6,0.59,542,7.2,1007
16.8,4.2,0.58,304,7.1,1006
17.3,5,0.57,266,6.9,1007
17.4,3.6,0.56,256,6.9,1006
17.6,4.6,0.57,252,7.1,1006
16.8,3.4,0.59,124,7.3,1006
16.6,2.8,0.6,87,7.1,1006
16,1.7,0.62,60,7.2,1005
14.8,1.8,0.69,0,7.6,1006
13.4,1.6,0.8,0,8.1,1006
13.3,2.3,0.88,0,8.5,1006
12.9,2.1,0.88,0,8.4,1006
12.9,2.9,0.87,0,8.2,1006
12.9,2.7,0.86,0,8,1006
12.8,2.7,0.84,0,7.8,1006
12.4,2.8,0.82,0,7.6,1005
12.4,3.2,0.82,0,7.5,1005
12.1,3.4,0.84,0,7.5,1005
12.1,3.6,0.85,3,7.6,1004
12.7,3.6,0.85,59,7.7,1004
12.8,4,0.84,159,7.8,1004
13,4,0.84,302,7.9,1004
15.1,5.1,0.78,411,7.9,1005
15.8,5.8,0.69,458,7.6,1005
16.3,6.3,0.63,456,7.2,1005
16.9,6.4,0.6,527,7.1,1005
17,5.7,0.56,504,6.8,1005
16.6,6.4,0.55,389,6.6,1005
17.1,4.7,0.55,381,6.7,1005
16.5,4.7,0.53,283,6.4,1005
15.7,2.7,0.55,114,6.3,1005
14.4,1.7,0.6,21,6.5,1005
13.5,1,0.66,0,6.6,1006
12.5,0.6,0.72,0,6.7,1006
11.5,1,0.78,0,6.9,1007
11.7,0.8,0.79,0,6.8,1007
11.4,1.4,0.78,0,6.6,1007
11.6,0.7,0.77,0,6.5,1006
10.7,1.2,0.77,0,6.4,1006
10.9,1.6,0.78,0,6.3,1006
10.9,1.7,0.77,0,6.3,1006
11,2,0.76,0,6.3,1006
11.2,2.2,0.76,0,6.3,1006
11,1.4,0.77,32,6.4,1006
12,1.8,0.78,109,6.6,1006
13.1,2.3,0.77,212,7,1006
14.6,2.8,0.74,272,7.3,1006
15.1,3.1,0.7,233,7.4,1006
15.4,2.7,0.68,222,7.5,1006
15,2.7,0.69,191,7.5,1006
15.6,2.9,0.69,216,7.6,1006
16.3,3.1,0.65,180,7.4,1006
16.1,2.5,0.62,137,7.1,1005
15.9,2.1,0.64,94,7.3,1005
15.2,1.3,0.66,68,7.3,1005
14.7,0.6,0.69,30,7.4,1005
13.7,0.8,0.75,0,7.7,1005
13.6,0.4,0.79,0,7.7,1005
12.5,1,0.81,0,7.7,1005
12.6,0.8,0.83,0,7.6,1006
12.2,0.4,0.84,0,7.6,1005
10.5,0.9,0.88,0,7.4,1005
9.4,0.4,0.92,0,7.1,1005
9.9,0.3,0.93,0,7,1005
9.3,0.7,0.92,0,7,1005
8.8,0.3,0.93,0,6.8,1005
7.9,0.6,0.95,2,6.6,1005
9.3,0.4,0.94,65,6.6,1005
11.8,0.7,0.89,219,7.1,1005
13.8,1.2,0.82,376,7.6,1005
15.3,1.1,0.73,505,7.6,1005
15.9,1.3,0.68,626,7.6,1005
16.9,1.5,0.64,697,7.5,1005
18,1.8,0.59,712,7.3,1005
19,1.5,0.54,641,7.2,1004
18.9,1.6,0.52,508,7.2,1004
19.1,1.5,0.52,414,7.1,1004
18.6,1.4,0.52,310,7.1,1004
18.2,1.3,0.54,151,7.3,1003
17.2,0.7,0.6,42,7.6,1004
14.5,0.7,0.7,0,7.9,1004
13.4,0.5,0.8,0,8.1,1004
12.1,0.7,0.88,0,8.2,1004
11.4,0.1,0.95,0,8.3,1005
10.5,0.6,0.98,0,8.1,1005
10,0.9,1,0,7.7,1005
10.7,1.2,0.98,0,7.8,1005
9.5,1.1,0.98,0,7.7,1005
8.8,0.5,1,0,7.3,1005
8.4,0.7,1,0,7,1005
8.2,0.7,1,0,6.9,1005
8.6,0.5,1,50,6.9,1005
10.5,1.2,0.99,178,7.4,1005
13.6,1.2,0.93,294,8.2,1005
14.4,1.2,0.85,466,8.6,1005
15.9,1.5,0.79,622,8.6,1005
17.8,1.6,0.71,718,8.6,1005
18.9,1.6,0.65,769,8.6,1005
19.4,1.4,0.6,749,8.4,1004
20,1.5,0.58,676,8.4,1004
20.6,1.4,0.56,557,8.5,1003
20.6,1.8,0.56,406,8.6,1003
19.7,1.7,0.58,237,8.6,1003
18.2,1,0.62,54,8.5,1003
15.6,1.1,0.69,0,8.4,1003
14.1,0.8,0.77,0,8.2,1003
13.2,0.8,0.82,0,8.1,1003
12.4,0.7,0.86,0,8,1003
11.7,0.9,0.89,0,7.9,1003
11.2,0.1,0.93,0,8,1003
11.1,1,0.94,0,7.9,1003
11.1,0.9,0.93,0,7.7,1003
12,0.5,0.91,0,7.9,1003
12.4,0.7,0.9,0,8.1,1002
12.2,1,0.91,0,8.2,1002
13.2,1.3,0.9,47,8.4,1002
14.6,1,0.87,197,8.7,1002
18.5,1.1,0.78,306,9.3,1002
21.2,1.1,0.68,502,10.1,1002
22.8,2,0.63,646,10.6,1002
24.9,2.1,0.56,673,10.6,1002
25.6,1.6,0.53,725,10.8,1001
26,1.6,0.52,667,10.9,1001
26.1,2,0.5,550,10.7,1001
26.7,2,0.48,415,10.4,1001
25.9,1.4,0.48,275,10.3,1001
25.4,0.8,0.51,203,10.7,1001
23,0.1,0.59,51,11.4,1001
21.4,0.3,0.67,0,11.3,1001
19.9,0.2,0.74,0,11.4,1001
18.6,0.2,0.8,0,11.3,1002
